listing_date_key,listing_id,platform_id,product_type_id,user_id,price,status_id,valid_from,valid_to
2022-01-14,551313,500,10000,990001,100.69,15,2022-01-14,
2022-01-08,551314,500,10000,990001,100.69,10,2022-01-08,2022-01-16
2022-01-16,551314,500,10000,990001,100.69,15,2022-01-16,
2022-01-09,551315,500,10000,990001,100.69,10,2022-01-09,2022-01-18
2022-01-18,551315,500,10000,990001,100.69,15,2022-01-18,
2022-01-10,551316,500,10000,990001,100.69,10,2022-01-10,2022-01-20
2022-01-20,551316,500,10000,990001,100.69,15,2022-01-20,
2022-01-11,551317,500,10000,990001,100.69,10,2022-01-11,2022-01-21
2022-01-21,551317,500,10000,990001,100.69,15,2022-01-21,
2022-01-12,551318,500,10000,990001,100.69,10,2022-01-12,2022-01-22
2022-01-22,551318,500,10000,990001,100.69,15,2022-01-22,
2022-01-09,551319,500,10000,990001,100.69,10,2022-01-09,2022-01-18
2022-01-18,551319,500,10000,990001,100.69,15,2022-01-18,
2022-01-10,551320,500,10000,990001,100.69,10,2022-01-10,2022-01-20
2022-01-20,551320,500,10000,990001,100.69,15,2022-01-20,
2022-01-11,551321,500,10000,990001,100.69,10,2022-01-11,2022-01-21
2022-01-21,551321,500,10000,990001,100.69,15,2022-01-21,
2022-01-12,551322,500,10000,990001,100.69,10,2022-01-12,2022-01-22
2022-01-22,551322,500,10000,990001,100.69,15,2022-01-22,
2022-01-07,551323,500,10000,990001,100.69,10,2022-01-07,2022-01-10
2022-01-10,551323,500,10000,990001,100.69,10,2022-01-10,
2022-01-10,551324,500,10000,990001,100.69,10,2022-01-10,2022-01-13
2022-01-13,551324,500,10000,990001,100.69,10,2022-01-13,
2022-01-13,551325,500,10000,990001,100.69,10,2022-01-13,2022-01-16
2022-01-16,551325,500,10000,990001,100.69,10,2022-01-16,
2022-01-16,551326,500,10000,990001,100.69,10,2022-01-16,2022-01-19
2022-01-19,551326,500,10000,990001,100.69,10,2022-01-19,
2022-01-12,551327,510,10012,990019,58,10,2022-01-12,2022-01-22
2022-01-22,551328,510,10012,990019,58,15,2022-01-22,
2022-01-09,551329,510,10012,990019,58,10,2022-01-09,2022-01-18
2022-01-18,551330,510,10012,990019,58,15,2022-01-18,
2022-01-10,551331,510,10012,990019,58,10,2022-01-10,2022-01-20
2022-01-20,551332,510,10012,990019,58,15,2022-01-20,
2022-01-11,551333,510,10012,990019,58,10,2022-01-11,2022-01-21
2022-01-21,551334,510,10012,990019,58,15,2022-01-21,
2022-01-12,551335,510,10012,990019,58,10,2022-01-12,2022-01-22
2022-01-22,551327,510,10012,990019,58,15,2022-01-22,
2022-01-07,551328,510,10012,990019,58,10,2022-01-07,2022-01-10
2022-01-10,551329,510,10012,990019,58,10,2022-01-10,
2022-01-10,551330,510,10012,990019,58,10,2022-01-10,2022-01-13
2022-01-13,551331,510,10012,990019,58,10,2022-01-13,
2022-01-13,551332,510,10012,990019,58,10,2022-01-13,2022-01-16
2022-01-16,551333,510,10012,990019,58,10,2022-01-16,
2022-01-16,551334,510,10012,990019,58,10,2022-01-16,2022-01-19
2022-01-19,551335,510,10012,990019,58,10,2022-01-19,
